Lemma	PoS	Freq(ipm)	Doc
одежда	s	93,7	2738
ездить	v	93,6	2966
кресло	s	93,6	2076
больной	s	93,4	1722
университет	s	93,3	2996
поезд	s	93,3	1973
летний	a	93,2	4078
дополнительный	a	93,1	4723
традиция	s	93,1	3759
понравиться	v	93,1	2856
декабрь	s	92,7	3683
адрес	s	92,7	3560
ладонь	s	92,7	1577
поздно	adv	92,5	3139
сведение	s	92,5	3085
правильный	a	92,4	3846
цветок	s	92,4	2401
выполнять	v	92,3	4098
лидер	s	92,2	3885
октябрь	s	92,2	3522
лесной	a	92,2	1614
сентябрь	s	92,1	3766
объяснять	v	92,1	3442
заставить	v	92,1	3282
занятие	s	92,1	2966
январь	s	91,9	3883
помещение	s	91,9	2958
выполнить	v	91,7	4412
постепенно	adv	91,7	3423
резко	adv	91,7	3324
зритель	s	91,7	2450
редакция	s	91,5	3438
указать	v	91,5	3254
умный	a	91,5	2619
стиль	s	91,4	3207
весна	s	91,3	3202
фактор	s	91,2	3363
северный	a	91,2	3355
известие	s	91	3836
август	s	91	3185
зависимость	s	90,9	4219
охрана	s	90,9	2477
ясный	a	90,8	3087
милый	a	90,7	2226
оборудование	s	90,5	3054
светлый	a	90,5	2752
редкий	a	90,2	3300
расход	s	90,2	3266
отделение	s	90,2	3144
концерт	s	90,2	1744
милиция	s	89,9	2407
выставка	s	89,9	2353
верный	a	89,8	3187
вздохнуть	v	89,7	1442
юридический	a	89,6	2505
находить	v	89,5	3491
переход	s	89,3	3539
закончить	v	89,2	3148
эпоха	s	89	2719
признать	v	88,9	4156
родина	s	88,9	3072
запад	s	88,9	2911
собственность	s	88,9	2748
тайна	s	88,9	2509
произведение	s	88,9	2466
административный	a	88,8	2501
трава	s	88,7	2043
дойти	v	88,6	2957
лагерь	s	88,6	1735
во-первых	adv	88,5	4437
понятно	adv	88,4	3606
имущество	s	88,4	2061
кровать	s	88,4	1568
кивнуть	v	88,4	1093
обратить	v	88,3	3634
настолько	adv	88,3	3427
узкий	a	88,3	2615
середина	s	88,2	3739
абсолютно	adv	88,2	3617
очевидно	adv	88,2	3437
несколько	adv	88,2	3399
аппарат	s	88,2	2961
узнавать	v	88,2	2684
март	s	88,1	3429
встретиться	v	88,1	2768
художественный	a	88,1	2531
клиент	s	87,9	2419
лично	adv	87,8	3256
предусмотреть	v	87,7	2691
обратно	adv	87,7	2477
дама	s	87,7	1886
фронт	s	87,7	1768
отрасль	s	87,6	2915
древний	a	87,6	2535
стул	s	87,6	1809
обеспечивать	v	87,5	4051
массовый	a	87,5	3878
беседа	s	87,5	2640
генеральный	a	87,4	3493
замечательный	a	87,4	3020
продажа	s	87,3	3607
двигаться	v	87,3	2799
законодательство	s	87,3	2748
повышение	s	87,2	4086
содержать	v	87,2	3569
страшно	adv	87,2	2446
прежде	adv	87,1	3239
музей	s	87	2254
региональный	a	86,9	3282
след	s	86,9	2459
задний	a	86,9	2162
сомнение	s	86,8	3479
приезжать	v	86,8	2678
полковник	s	86,8	1163
понимание	s	86,7	3130
здоровый	a	86,6	2997
обеспечить	v	86,4	4593
держаться	v	86,4	2567
слегка	adv	86,3	2034
апрель	s	86,2	3469
поступить	v	86	3732
рыба	s	86	2060
князь	s	86	1088
привыкнуть	v	85,9	2818
активный	a	85,7	4309
собственно	adv	85,7	3614
открывать	v	85,7	3344
литературный	a	85,7	1825
дума	s	85,5	3153
чудо	s	85,4	2676
сутки	s	85,4	2651
кодекс	s	85,4	2052
вырасти	v	85,3	3787
шея	s	85,3	1879
зайти	v	85,2	2306
судья	s	85,2	1677
посвятить	v	85,1	3985
стремиться	v	85,1	3639
острый	a	85,1	3134
богатый	a	85	3582
творческий	a	85	2904
настроение	s	85	2893
крыша	s	85	2423
поток	s	84,8	3182
мягкий	a	84,7	2772
ночной	a	84,7	2311
должность	s	84,6	2936
преступление	s	84,6	2319
измениться	v	84,5	3734
мозг	s	84,5	2187
налоговый	a	84,5	2082
честь	s	84,4	2806
толстый	a	84,4	2115
пост	s	84,3	2849
удивиться	v	84,3	1806
падать	v	84,2	2640
звучать	v	84,1	3069
еврей	s	84,1	1146
сотня	s	84	3571
июнь	s	84	3358
много	adv	84	3111
бедный	a	84	2586
суметь	v	83,9	3097
верхний	a	83,9	2829
вечный	a	83,8	2824
разработать	v	83,5	4179
лишний	a	83,5	3311
морской	a	83,5	2312
нижний	a	83,4	2970
спокойный	a	83,4	2654
поговорить	v	83,3	2316
дождь	s	83,2	2143
лестница	s	83,1	1827
сухой	a	83	2529
совершить	v	82,9	3046
лететь	v	82,9	2146
синий	a	82,8	2010
дача	s	82,8	1819
просто	adv	82,6	3436
установка	s	82,6	2745
появление	s	82,5	3834
сегодняшний	a	82,3	4261
получение	s	82,3	3617
строить	v	82,2	3401
образец	s	82,1	3129
труба	s	82,1	2194
главное	s	82	3486
медицинский	a	82	2655
привезти	v	82	2389
кончиться	v	82	2166
осень	s	81,8	3206
вряд	adv	81,7	3803
сложиться	v	81,6	3865
полагать	v	81,4	3435
оставлять	v	81,4	3352
трудный	a	81,3	3039
свежий	a	81,3	2835
висеть	v	81,3	2128
уголовный	a	81,3	2108
костюм	s	81,3	2012
ценность	s	81,2	2904
баба	s	81,2	1413
обязанность	s	81,1	2854
пьеса	s	81,1	1234
таблица	s	81	1947
воспоминание	s	80,9	2300
повторить	v	80,9	2187
вино	s	80,9	1907
лошадь	s	80,9	1549
сыграть	v	80,8	2825
коллега	s	80,6	3467
организм	s	80,6	2247
случайно	adv	80,5	3131
учреждение	s	80,4	2622
ученик	s	80,4	2149
высоко	adv	80,3	3411
открытие	s	80,2	3168
спасти	v	80,1	2693
черта	s	80	3009
том	s	80	2397
изменить	v	79,9	3794
характеристика	s	79,9	2934
повторять	v	79,9	2615
по-прежнему	adv	79,8	3433
явиться	v	79,8	2659
выполнение	s	79,6	3213
оборона	s	79,6	2205
выступление	s	79,5	2881
температура	s	79,5	2378
перспектива	s	79,4	3994
подать	v	79,4	2745
замечать	v	79,4	2470
приказ	s	79,4	2020
подруга	s	79,4	1700
жертва	s	79,3	2913
назначить	v	79,3	2895
вверх	adv	79,3	2106
ресторан	s	79,3	1915
протянуть	v	79,3	1546
сохранить	v	79,2	3851
спор	s	79,2	2683
километр	s	79,2	2426
расположить	v	79,1	3560
попытаться	v	79,1	2937
использоваться	v	79	3681
насколько	adv	78,9	3606
признак	s	78,9	2925
промышленность	s	78,9	2796
вкус	s	78,9	2719
странно	adv	78,9	2491
американец	s	78,8	2196
лоб	s	78,7	1697
заключение	s	78,6	3231
восток	s	78,5	2586
вероятно	adv	78,5	2582
исключение	s	78,3	3643
отправиться	v	78,2	2485
желтый	a	78,1	2036
молча	adv	78,1	1529
постановление	s	78	2233
ключ	s	78	2168
садиться	v	77,9	2136
слой	s	77,6	2571
немедленно	adv	77,6	2207
встречать	v	77,4	2613
бок	s	77,4	1852
говориться	v	77,3	3331
крикнуть	v	77,2	1303
мощный	a	77	3498
июль	s	77	3119
перевод	s	77	2577
секретарь	s	77	2038
кусок	s	76,8	2191
готовить	v	76,7	3180
слух	s	76,7	2654
учить	v	76,7	2610
польза	s	76,6	3708
испытывать	v	76,6	2885
гореть	v	76,6	2120
звонок	s	76,5	1910
выделить	v	76,4	3628
обстановка	s	76,2	2871
поддерживать	v	75,9	3771
чиновник	s	75,9	3074
подниматься	v	75,9	2257
следить	v	75,8	2716
соглашение	s	75,8	2161
деталь	s	75,7	2879
русский	s	75,7	2103
деревянный	a	75,6	2171
тишина	s	75,6	1795
требоваться	v	75,5	3556
зарплата	s	75,5	2883
включать	v	75,4	3814
подарок	s	75,4	2543
билет	s	75,4	2073
ящик	s	75,4	1810
тюрьма	s	75,4	1726
конкурс	s	75,3	2463
полезный	a	75,2	3432
собирать	v	75,1	3090
книжка	s	75,1	2148
изучение	s	75	2712
менять	v	74,9	3382
скажем	adv	74,9	3069
дальний	a	74,9	2733
делаться	v	74,7	3060
просьба	s	74,7	2880
царь	s	74,7	1484
публика	s	74,6	2397
смех	s	74,6	1816
покупать	v	74,5	3034
угроза	s	74,5	3027
сообщение	s	74,5	2961
домашний	a	74,4	2867
беда	s	74,4	2589
традиционный	a	74,1	3752
предполагать	v	74,1	3530
должно	adv	74,1	3495
терять	v	74	3010
специально	adv	73,9	3465
достижение	s	73,7	3672
назначение	s	73,7	3147
блок	s	73,7	2379
реклама	s	73,7	2075
жесткий	a	73,6	3589
крепкий	a	73,6	2496
портрет	s	73,6	1805
послать	v	73,3	2039
значительно	adv	73	3882
допустить	v	73	3182
буквально	adv	73	2973
виноватый	a	73	2161
масло	s	73	2067
культурный	a	72,8	2660
стакан	s	72,8	1566
приятный	a	72,7	2787
прочитать	v	72,7	2371
вокруг	adv	72,7	2099
урок	s	72,6	2106
присутствовать	v	72,5	3214
часы	s	72,5	1969
подписать	v	72,4	3077
мечтать	v	72,4	2582
крик	s	72,4	1904
взглянуть	v	72,4	1741
во-вторых	adv	72,3	3854
творчество	s	72,3	2335
телевизор	s	72,3	2251
осуществлять	v	72,2	3094
поступать	v	72,1	3404
инструмент	s	72,1	2785
концепция	s	71,9	2597
круглый	a	71,9	2437
экран	s	71,9	1975
лейтенант	s	71,9	760
дно	s	71,8	2035
реальность	s	71,7	2391
понятный	a	71,6	3326
удивительный	a	71,5	2758
канал	s	71,5	2364
голубой	a	71,5	1958
мясо	s	71,4	1848
знакомый	s	71,3	2306
щека	s	71,3	1377
мужской	a	71,2	2318
правовой	a	71,2	1895
конфликт	s	71,1	2848
переговоры	s	71,1	2572
пора	adv	71	2449
больной	a	71	2242
запись	s	71	1930
готовиться	v	70,9	3092
вагон	s	70,9	1365
мертвый	a	70,8	2053
последствие	s	70,6	3323
сотрудничество	s	70,6	2781
площадка	s	70,6	2492
тон	s	70,5	2055
зеркало	s	70,5	1933
совместный	a	70,4	3354
захотеть	v	70,4	2637
бороться	v	70,3	3191
отдавать	v	70,3	3015
семейный	a	70,3	2589
академия	s	70,3	2243
тяжело	adv	70,3	2180
приобрести	v	70,2	3694
потребность	s	70,2	2774
остановить	v	70,2	2466
палата	s	70,2	1931
включить	v	70,1	3181
ноябрь	s	70,1	2793
увеличение	s	70	3316
продолжаться	v	69,9	3405
поездка	s	69,8	2339
осторожно	adv	69,8	1786
дурак	s	69,8	1729
потеря	s	69,7	3208
подтвердить	v	69,7	3176
февраль	s	69,7	2929
природный	a	69,7	2627
спешить	v	69,7	2157
обед	s	69,7	1879
добиться	v	69,5	3456
мероприятие	s	69,5	3312
принятие	s	69,5	3059
устройство	s	69,5	2620
парк	s	69,5	2230
отправить	v	69,3	2494
впереди	adv	69,3	2188
вещество	s	69,3	1910
повернуться	v	69,3	1439
категория	s	69,2	2876
сезон	s	69,2	2525
учебный	a	69,2	2325
православный	a	69,2	1426
подготовить	v	69,1	3654
вставать	v	69,1	2253
исходить	v	69	3335
эффективный	a	68,9	3654
издание	s	68,9	2459
гостиница	s	68,9	1585
свидетельствовать	v	68,8	3296
ввести	v	68,6	3428
объединение	s	68,6	2574
взяться	v	68,6	2494
человечество	s	68,6	2114
прочесть	v	68,6	1764
темнота	s	68,6	1550
вернуть	v	68,5	2699
болеть	v	68,5	2119
тянуть	v	68,5	2104
опасность	s	68,4	2696
колесо	s	68,4	2006
продать	v	68,3	2744
разрешение	s	68,3	2611
воздействие	s	68	2723
коллектив	s	68	2635
камера	s	67,9	1570
представляться	v	67,8	2978
следствие	s	67,8	2754
запас	s	67,8	2651
внимательно	adv	67,8	2217
невозможный	a	67,7	3178
материальный	a	67,7	2762
длина	s	67,7	2071
округ	s	67,6	2400
крыло	s	67,6	1853
фон	s	67,5	3113
произвести	v	67,5	2951
кандидат	s	67,4	2654
родственник	s	67,4	2384
прекрасно	adv	67,3	2609
выступить	v	67,2	3129
присутствие	s	67,2	2682
давление	s	67,2	2556
познакомиться	v	67,2	2298
пахнуть	v	67,2	1694
партнер	s	67,1	2700
наступить	v	67,1	2577
взаимодействие	s	67,1	2397
доска	s	67,1	1759
громко	adv	67,1	1705
двигатель	s	67	1728
шум	s	66,9	2131
предстоять	v	66,8	3000
достоинство	s	66,8	2840
грех	s	66,7	1878
нож	s	66,6	1610
ранее	adv	66,5	3584
производить	v	66,5	3238
страсть	s	66,5	2212
полет	s	66,5	1827
разрешить	v	66,4	2607
соседний	a	66,4	2555
перевести	v	66,4	2502
психологический	a	66,2	1762
проверить	v	66,1	2686
испытание	s	66,1	2372
истина	s	66,1	2129
соответственно	adv	66	3533
меняться	v	66	3193
разница	s	66	2897
оплата	s	66	2116
музыкальный	a	65,9	1952
водитель	s	65,9	1782
снижение	s	65,8	2897
пакет	s	65,8	2456
выдержать	v	65,7	2310
формула	s	65,7	2022
учитывать	v	65,6	3738
важно	adv	65,6	3250
капитал	s	65,6	2181
